,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1,levodopa_1
Ku_9,-0.15560786853473021,0.4114294826821409,1.0,-0.06847156110408618,-0.39010789153823033,-0.39794558882037956,-0.34903443222205355,-0.04193462921416872
CorrDim_9,0.005879008181421247,0.19290200382380254,-0.06847156110408618,1.0,-0.07343401907723482,-0.1386232770888413,-0.044765499668287315,-0.20724616073815952
PSD_3_to_7_9,0.014283742760992112,-0.1977945634193511,-0.39010789153823033,-0.07343401907723482,1.0,0.7948873322064393,0.9578113903974496,0.03964939805510642
PSD_12_to_30_9,0.03594257961390054,-0.1728253150152446,-0.39794558882037956,-0.1386232770888413,0.7948873322064393,1.0,0.8059041419289142,0.19455654534073832
PSD_20_to_40_9,0.0027543092372060442,-0.14468381470208677,-0.34903443222205355,-0.044765499668287315,0.9578113903974496,0.8059041419289142,1.0,0.05416605538991762
levodopa_9,-0.0009685211227432086,0.09924699973967162,-0.04193462921416872,-0.20724616073815952,0.03964939805510642,0.19455654534073832,0.05416605538991762,1.0
""
,burstduration_1,burstinterval_1,Ku_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1
1cha_one_component,0.0027642083460045546,0.2345125202220465,-0.27207218150381185,-0.21149385013066696,0.5230922518161303,0.5239695632151885,0.5273269472860297
1cha_second_component,0.5030930051241272,0.6781697608247381,0.4896541038384986,0.21295047306520754,-0.009295427713996274,0.04226926476592868,0.0010308216502955825
""
,burstduration_10,burstinterval_10,Ku_10,CorrDim_10,PSD_3_to_7_10,PSD_12_to_30_10,PSD_20_to_40_10
10cha_one_component,0.011637853559119246,0.10498248656009497,0.04938453998151171,-0.055748692986994745,-0.5334206179537938,-0.5910573791798632,-0.5911092176409346
10cha_second_component,0.6605136105631843,0.10567409411089168,-0.7108521343051823,-0.15778051475237723,-0.12674844931703472,0.07446613610750978,0.027183332794502184
""
,burstduration_11,burstinterval_11,Ku_11,CorrDim_11,PSD_3_to_7_11,PSD_12_to_30_11,PSD_20_to_40_11
11cha_one_component,0.1513651434314296,-0.14486626666999058,-0.4413629776467224,0.3213128862563865,-0.45975208451850114,-0.4764065918687771,-0.4687471485015778
11cha_second_component,0.30472835646854995,0.7437856752853009,-0.027582938077623687,-0.5254576286290271,-0.09949137547423667,-0.16821411048205168,-0.19713558605159476
""
,burstduration_12,burstinterval_12,Ku_12,CorrDim_12,PSD_3_to_7_12,PSD_12_to_30_12,PSD_20_to_40_12
12cha_one_component,0.21703147486163402,-0.3654476365409639,0.15354089241935076,-0.1652654918753098,0.5089670920743182,0.5065483909611402,0.5028111993744586
12cha_second_component,0.5876566608995705,-0.048251161798525455,-0.4544261953725042,0.6631697588079845,-0.02755653462527001,0.02918708184487627,0.06650511183448311
""
,burstduration_13,burstinterval_13,Ku_13,CorrDim_13,PSD_3_to_7_13,PSD_12_to_30_13,PSD_20_to_40_13
13cha_one_component,-0.20714707479366032,-0.3640485941276732,-0.03347843202406847,-0.3079307836877243,0.49256288719849894,0.49355681014085256,0.49234136011819385
13cha_second_component,0.3329312529536046,0.241643713874997,0.7929435168285962,0.3067630844896258,0.22173517989562064,0.16245536985852166,0.17984395532276543
""
,burstduration_14,burstinterval_14,Ku_14,CorrDim_14,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14
14cha_one_component,-0.19904055398175846,-0.24193099328777212,0.01059866252671332,-0.21555674206714884,-0.5163296184720174,-0.540776743637575,-0.5442788350549281
14cha_second_component,-0.2832865898519233,-0.4861458469855544,-0.598569001354669,-0.4872749845163882,0.18314440354294348,0.1747997832342957,0.15359793873205976
""
,burstduration_15,burstinterval_15,Ku_15,CorrDim_15,PSD_3_to_7_15,PSD_12_to_30_15,PSD_20_to_40_15
15cha_one_component,-0.017396063965829798,0.033924375476704016,-0.008178918422050319,-0.0372805726942216,0.5759118097446715,0.577159957149677,0.5764561988214275
15cha_second_component,0.21893919272293688,0.7119401464086108,0.6647278031771389,0.05415254906071368,0.004972893721719107,-0.011047090208738966,-0.016264656805127307
""
,burstduration_16,burstinterval_16,Ku_16,CorrDim_16,PSD_3_to_7_16,PSD_12_to_30_16,PSD_20_to_40_16
16cha_one_component,0.3666955917628005,0.12796057401903072,-0.25502676817509434,0.174507797449052,-0.4346382827294189,-0.5301951413065061,-0.5325894159135094
16cha_second_component,0.20879014345545788,-0.6769231573086227,-0.5682001849121239,-0.3892651871476841,0.1512607152594504,-0.02039945812981514,0.022515265112622918
""
,burstduration_2,burstinterval_2,Ku_2,CorrDim_2,PSD_3_to_7_2,PSD_12_to_30_2,PSD_20_to_40_2
2cha_one_component,-0.1383522423211835,-0.05184351462880277,-0.030809768397633774,-0.24760129042460294,0.5534306323270455,0.5520468658749853,0.552154017704011
2cha_second_component,0.6398490583067841,-0.3056020033746326,-0.6397360417414486,-0.2917006613390701,0.027236547629364838,-0.04042159447239724,-0.021757397873084394
""
,burstduration_3,burstinterval_3,Ku_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3
3cha_one_component,-0.08352593739703996,0.09422061905918494,-0.008100563174544485,-0.059589145566802476,0.5594983494019153,0.573107445277383,0.5822704358947718
3cha_second_component,0.5990144195756848,-0.5984975046685844,0.10042322337311431,-0.508141158406077,0.10798875465882052,-0.02227212847642379,0.05032477071318536
""
,burstduration_4,burstinterval_4,Ku_4,CorrDim_4,PSD_3_to_7_4,PSD_12_to_30_4,PSD_20_to_40_4
4cha_one_component,-0.23689502542417787,-0.02374530093644822,-0.321096199217083,0.056149602999812864,0.5124572774742523,0.5380446289133278,0.5338135223139441
4cha_second_component,0.5603372705374388,-0.2021866094535555,0.013582585339482006,-0.7787580261290401,0.1368307652449546,0.11023571319944594,0.0872903060901758
""
,burstduration_5,burstinterval_5,Ku_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5
5cha_one_component,-0.2136043221255328,0.25571653588100296,-0.13602504243948638,0.037443446781469686,0.5220471882816726,0.5462606054080184,0.5460251891215604
5cha_second_component,-0.4748884781546664,0.24985381890386338,0.6393503513285452,-0.5255760449010703,0.09048450277744186,-0.1025011694380275,-0.09143859578027885
""
,burstduration_6,burstinterval_6,Ku_6,CorrDim_6,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6
6cha_one_component,0.017503483892733446,-0.23774551338376942,-0.4293287396183183,0.07543860662089,0.49471014748911635,0.5031488156190393,0.5052323111191573
6cha_second_component,-0.41985397091485943,0.6776374730393129,0.41674941540821997,-0.13960826842380578,0.2642201719486749,0.22804804107538293,0.22257885362636243
""
,burstduration_7,burstinterval_7,Ku_7,CorrDim_7,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7
7cha_one_component,-0.13775827959181638,0.29666640524089916,0.4089511017887025,-0.26190851610705795,0.46325483072540535,0.4700275790809895,0.4707904657643262
7cha_second_component,0.9733577427733152,0.1566458904158511,-0.0023616520981985384,0.08962790800111592,0.10311444881345538,0.06461260686652207,0.07204617814695291
""
,burstduration_8,burstinterval_8,Ku_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8
8cha_one_component,-0.07286814079674012,-0.3246837477093178,0.13169987335461922,-0.1737246982850793,0.4557997123128853,0.5648864192089272,0.5611555276776677
8cha_second_component,0.6729534357422918,-0.34478612999759783,-0.6076083624674471,0.2003774286303152,0.13559248563469173,0.004896489802058257,-0.022535839591166562
""
,burstduration_9,burstinterval_9,Ku_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9
9cha_one_component,0.09454157344552022,-0.22986596717274238,-0.34066049496374207,-0.07493966015101122,0.5064258688112888,0.5331498683872804,0.5252066829078362
9cha_second_component,0.6386209795483084,-0.6354889202158687,-0.25480227187009985,-0.10258094119053095,-0.15881915152527937,-0.18969420974466067,-0.22729411214562606
""
,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1
1cha_one_component,0.572270704901853,0.5773285133136956,0.5824070981934664
1cha_second_component,-0.7900821039804493,0.5784329951772014,0.20294220620698278
""
,PSD_3_to_7_10,PSD_12_to_30_10,PSD_20_to_40_10
10cha_one_component,-0.5960045203466346,-0.5399444493216113,-0.5943387951102974
10cha_second_component,-0.3701103046543244,0.8415757298367743,-0.39340647343223
""
,PSD_3_to_7_11,PSD_12_to_30_11,PSD_20_to_40_11
11cha_one_component,0.5895091158888301,0.5556913818840231,0.5862474651406139
11cha_second_component,0.3570719774989661,-0.8302787660392565,0.42794482535638606
""
,PSD_3_to_7_12,PSD_12_to_30_12,PSD_20_to_40_12
12cha_one_component,0.5791685437626117,0.5751265128105575,0.5777484679151157
12cha_second_component,-0.2743570448317015,0.8048853828566884,-0.5262012280628561
""
,PSD_3_to_7_13,PSD_12_to_30_13,PSD_20_to_40_13
13cha_one_component,0.5777953421145016,0.577073799340341,0.5771814036727873
13cha_second_component,0.0563374722718883,-0.7336847077768496,0.6771505289021142
""
,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14
14cha_one_component,0.5839128585967193,0.5672418729962602,0.580760218235636
14cha_second_component,0.3321528060584639,-0.8196965358313598,0.466660586051101
""
,PSD_3_to_7_15,PSD_12_to_30_15,PSD_20_to_40_15
15cha_one_component,0.5782263983930335,0.5762054016835388,0.5776171459298385
15cha_second_component,-0.29713117735040084,0.8080740596539703,-0.5086544775785586
""
,PSD_3_to_7_16,PSD_12_to_30_16,PSD_20_to_40_16
16cha_one_component,0.6072852188773378,0.5282672384884238,0.593412493694663
16cha_second_component,-0.2939748639551579,0.8433147884058667,-0.44988770489813884
""
,PSD_3_to_7_2,PSD_12_to_30_2,PSD_20_to_40_2
2cha_one_component,0.58061830557578,0.5702077831687881,0.581158728097623
2cha_second_component,-0.41930497876848927,0.8212796480853224,-0.3868889691123354
""
,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3
3cha_one_component,0.5745147057948957,0.5703172817738723,0.5870869194041598
3cha_second_component,-0.653448918470823,0.7515284717008239,-0.09060611001658048
""
,PSD_3_to_7_4,PSD_12_to_30_4,PSD_20_to_40_4
4cha_one_component,0.5873278137463916,0.5657485185684611,0.5787699481983111
4cha_second_component,-0.24053635901597212,0.8048090613741434,-0.5426090993721082
""
,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5
5cha_one_component,0.5839316441382958,0.5623580074686895,0.5854718664545646
5cha_second_component,0.4206377841017279,-0.826429016000447,0.37427120661162405
""
,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6
6cha_one_component,0.5784518577057551,0.5743463160279293,0.5792406732800336
6cha_second_component,-0.45918654909623424,0.8161764505496267,-0.3507188542084732
""
,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7
7cha_one_component,0.5773997220930404,0.5759928282443625,0.5786551846634921
7cha_second_component,0.5679635033997537,-0.7925112445782969,0.2221337120358739
""
,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8
8cha_one_component,0.5976092662389164,0.5452174451442668,0.5878784758908449
8cha_second_component,-0.30862571347951734,0.8331383524675451,-0.4589451542689212
""
,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9
9cha_one_component,0.5882727864710882,0.5524300764963128,0.5905557884567885
9cha_second_component,-0.41254630460265457,0.8331244545385519,-0.36838728236535734
""
burstduration_1,burstinterval_1,kurtosis_1,CorrDim_1,PSD_3_to_7_1,PSD_12_to_30_1,PSD_20_to_40_1,burstduration_2,burstinterval_2,kurtosis_2,CorrDim_2,PSD_3_to_7_2,PSD_12_to_30_2,PSD_20_to_40_2,burstduration_3,burstinterval_3,kurtosis_3,CorrDim_3,PSD_3_to_7_3,PSD_12_to_30_3,PSD_20_to_40_3,burstduration_4,burstinterval_4,kurtosis_4,CorrDim_4,PSD_3_to_7_4,PSD_12_to_30_4,PSD_20_to_40_4,burstduration_5,burstinterval_5,kurtosis_5,CorrDim_5,PSD_3_to_7_5,PSD_12_to_30_5,PSD_20_to_40_5,burstduration_6,burstinterval_6,kurtosis_6,CorrDim_6,PSD_3_to_7_6,PSD_12_to_30_6,PSD_20_to_40_6,burstduration_7,burstinterval_7,kurtosis_7,CorrDim_7,PSD_3_to_7_7,PSD_12_to_30_7,PSD_20_to_40_7,burstduration_8,burstinterval_8,kurtosis_8,CorrDim_8,PSD_3_to_7_8,PSD_12_to_30_8,PSD_20_to_40_8,burstduration_9,burstinterval_9,kurtosis_9,CorrDim_9,PSD_3_to_7_9,PSD_12_to_30_9,PSD_20_to_40_9,burstduration_10,burstinterval_10,kurtosis_10,CorrDim_10,PSD_3_to_7_10,PSD_12_to_30_10,PSD_20_to_40_10,burstduration_11,burstinterval_11,kurtosis_11,CorrDim_11,PSD_3_to_7_11,PSD_12_to_30_11,PSD_20_to_40_11,burstduration_12,burstinterval_12,kurtosis_12,CorrDim_12,PSD_3_to_7_12,PSD_12_to_30_12,PSD_20_to_40_12,burstduration_13,burstinterval_13,kurtosis_13,CorrDim_13,PSD_3_to_7_13,PSD_12_to_30_13,PSD_20_to_40_13,burstduration_14,burstinterval_14,kurtosis_14,CorrDim_14,PSD_3_to_7_14,PSD_12_to_30_14,PSD_20_to_40_14,burstduration_15,burstinterval_15,kurtosis_15,CorrDim_15,PSD_3_to_7_15,PSD_12_to_30_15,PSD_20_to_40_15,burstduration_16,burstinterval_16,kurtosis_16,CorrDim_16,PSD_3_to_7_16,PSD_12_to_30_16,PSD_20_to_40_16
-0.04929826335675643,0.0007709265607497498,-0.04079273372539147,0.039348721090720074,0.053425488908997475,0.0013742060544517708,0.05003475376431003,0.08670645611454937,0.04073066345520873,-0.07376093377990399,0.018976943866280873,-0.12105754835781377,-0.12333710605511623,-0.1229195661463115,0.012133762808872779,-0.12930059243940978,0.05173710611494419,-0.007560624030758524,-0.0074514908362505105,-0.0736304357133846,-0.0411105431039411,-0.014393090909041768,-0.011653400573307077,-0.04657390595663223,-0.010455564940444074,0.16505363036692172,0.14840679373633572,0.15387535895833768,0.014260923524903936,-0.019007604326722802,0.094163528258187,-0.08508809386209021,-0.020202818094988303,-0.04419631306845445,-0.03748646950939575,0.07910853543991275,0.017588576242584697,-0.10958407779444737,0.017019802298126437,0.16291867551289063,0.16915943176949022,0.16790518798360246,0.03230035563757229,0.06841537724489892,-0.003253854368433593,-0.058663644148873685,0.10721848218355551,0.09252053341465633,0.08955848966774839,0.04380972215558682,0.1354317948644431,-0.12385990239838304,0.0960648060559883,-0.01008199626283856,-0.11940518516288448,-0.12632120265493965,-0.041473349866826985,0.02481218956897424,0.10749954630412292,-0.018060645121699574,-0.0932537320902143,-0.11536175596287103,-0.10835111350823652,-0.018404371846301996,-0.035575353306528786,0.08708243564253902,0.0070462805313353935,-0.025829829823501637,0.008542781160602506,-0.020958996371979833,0.07627507186474881,-0.01703322528943155,-0.17236453532692803,0.08263549292664618,-0.1487709498419798,-0.1523465490762764,-0.1552891451971563,0.008533023817727126,0.14404468375286197,-0.05850539161118156,0.10241856585438337,-0.14623953850809612,-0.14475540060648617,-0.14219784494624457,0.09139449177634465,0.03722504053836322,0.0684215809532011,0.05973180370539006,-0.07758593766186163,-0.08248869225730288,-0.0795839634259023,-0.031559990132826496,-0.04979715722656262,0.04232745797954456,-0.04159480970843186,-0.1379830182831749,-0.16192401711888998,-0.17473963567071488,0.011880722213234851,0.07829878578194269,0.02805751811935137,0.00998433622389111,0.15965558501652505,0.1628019433053342,0.16131780128514367,0.12169431592315838,0.028116749741278722,-0.13505653921192862,0.02483826548041426,-0.14820921483584543,-0.17876257389194034,-0.17432189560525505
-0.0055322692370609935,-0.09683419509795986,0.12654131742298932,0.0920303175962956,-0.21442091647216996,-0.2322346049879731,-0.22054166597161323,0.023209853343436986,-0.043134374544327794,-0.014797979593575095,0.05750793754325435,-0.12607674930661059,-0.1595597267323368,-0.14842996500568723,0.051534795438992156,-0.05230273145500321,0.14031099008319362,-0.062451141715753486,-0.02313325338294422,-0.07563836389048119,-0.04583455685690876,-0.07272069968751134,-0.09878646478259671,0.049075719304052065,-0.04648280624607193,-0.06664638505913896,-0.05332695607779629,-0.021515359960274594,-0.021648200344209886,0.1116270730606152,-0.05560954067213346,0.002130564400317281,0.13966995951326525,0.18996844061755377,0.19221849397498983,0.01608685005555553,0.1111887856564976,0.096300713716681,0.07246746648153718,-0.09848444885764995,-0.09239160418237169,-0.0922907508842992,-0.06992079530605275,0.007550811905653189,0.09984520332543578,-0.01805851647345914,0.07592940513369902,0.08508684630535984,0.08530044110184676,-0.09640767600547943,0.021230027509249898,0.0565231501502589,0.02129513599617636,0.16286822234870751,0.14097701038276134,0.1351419213932766,-0.03454816684653026,-0.03075513731645445,0.01806637755669185,-0.0271918807805067,-0.12312470152784419,-0.12689461890095904,-0.13431311636280105,-0.060288827470505256,0.06823777839695866,0.06245398151586437,-0.039729071228524475,0.14498904413154062,0.0801468929549274,0.08996650822929177,-0.040631868044355215,0.03264981753551105,-0.006998784600875627,0.019103912366840115,-0.10352953375558324,-0.0981779555849245,-0.09216438265539906,-0.10008465247869451,0.04014806518730641,-0.053024037493334335,-0.015333925740303182,-0.16956101431969062,-0.17254494449223384,-0.17180101441731135,-0.0640196951527068,-0.138015485628368,-0.03344309933254415,-0.09203613769337986,0.14924733126030637,0.14982366506000333,0.15181151371046894,-0.03452358881518252,0.03857743293606482,0.02270687690189021,0.03795586934396104,0.020679744044616668,0.014235483718671432,0.022811492883929415,-0.022756089344765328,0.09200152948102498,0.06817041581707518,0.07519242029399437,-0.11207632684178619,-0.10599881540942604,-0.10739320128769787,-0.019743680887175322,0.05337650321036278,0.01910251765856524,0.060706142667188476,0.01917762599242995,-0.034075234048233045,-0.03556956879373115
""
,burstduration_1,burstinterval_1,Ku_1,CorrDim_1
1cha_one_component,0.4399265329778376,0.5915592033361589,0.5865276857784936,0.33542156809858403
1cha_second_component,0.579046726023374,0.2674542801321179,-0.29789892615686675,-0.7102318824969825
""
,burstduration_10,burstinterval_10,Ku_10,CorrDim_10
10cha_one_component,0.6722344985934435,-0.11946954552513966,-0.6206931128574209,-0.3854450236339855
10cha_second_component,-0.01990745769008516,0.7825850406306814,-0.44332252476205736,0.4366113676348651
""
,burstduration_11,burstinterval_11,Ku_11,CorrDim_11
11cha_one_component,0.18278464502998365,-0.5388447500377423,-0.5212922907846941,0.6359956418612256
11cha_second_component,0.795100473658299,0.4467514653864648,-0.3778023414442924,-0.15966764156398597
""
,burstduration_12,burstinterval_12,Ku_12,CorrDim_12
12cha_one_component,0.2742657187013023,0.3451569955908354,-0.4832917470274109,0.7563557702530992
12cha_second_component,0.705222050629632,-0.7029607731831576,-0.0920258980580961,0.006264563677908064
""
,burstduration_13,burstinterval_13,Ku_13,CorrDim_13
13cha_one_component,0.4441512848012097,0.6139371195595689,0.26573565057539006,0.5959827291537974
13cha_second_component,-0.15050837648015494,-0.14191144404075234,0.9632830903228076,-0.1711550716681202
""
,burstduration_14,burstinterval_14,Ku_14,CorrDim_14
14cha_one_component,-0.3486767574171428,-0.5472287544369033,-0.5402703438352963,-0.5357920909518853
14cha_second_component,0.9214630597249018,-0.06163193731578748,-0.22229930730381883,-0.31255455817723554
""
,burstduration_15,burstinterval_15,Ku_15,CorrDim_15
15cha_one_component,0.21892971644769654,0.7128079258414494,0.6641546327971249,0.05360283432671889
15cha_second_component,0.6084702297794002,-0.06437802224834926,-0.06787832611826543,-0.7880431349659592
""
,burstduration_16,burstinterval_16,Ku_16,CorrDim_16
16cha_one_component,0.7061550700704332,-0.17024717445853377,-0.6332778405059443,0.2670582208561181
16cha_second_component,-0.1599436927611419,-0.6557704039785192,-0.28844038690799534,-0.6791062771114296
""
,burstduration_2,burstinterval_2,Ku_2,CorrDim_2
2cha_one_component,0.6166673531763501,-0.3308930369242963,-0.6310953272157469,-0.334589093677516
2cha_second_component,0.34842329769350666,0.6214035741595612,-0.317221668594765,0.6259626319678024
""
,burstduration_3,burstinterval_3,Ku_3,CorrDim_3
3cha_one_component,0.6155073403032408,-0.6083616719341938,0.06948345381030216,-0.4962044334756133
3cha_second_component,-0.10400251141050092,0.09398783980565462,0.9843931021521984,-0.1063954135484532
""
,burstduration_4,burstinterval_4,Ku_4,CorrDim_4
4cha_one_component,0.6531221251497109,0.03152208497213027,0.4943324995422534,-0.5727767695143051
4cha_second_component,-0.10790510387586638,0.8670376452687028,0.4029580973155328,0.272446292050904
""
,burstduration_5,burstinterval_5,Ku_5,CorrDim_5
5cha_one_component,-0.5031970763000195,0.31985515350154536,0.6053818055649854,-0.527255396058204
5cha_second_component,0.23179186636995022,0.9226651730716973,-0.30779809356033216,-0.014894384375828129
""
,burstduration_6,burstinterval_6,Ku_6,CorrDim_6
6cha_one_component,-0.12309383115022855,0.6674828489510044,0.7077965450702021,-0.195802466469899
6cha_second_component,0.8694817668773714,0.10778467006254153,-0.08185251331544718,-0.4750621938559814
""
,burstduration_7,burstinterval_7,Ku_7,CorrDim_7
7cha_one_component,-0.33574957009162587,0.5228353678887468,0.5978057146170223,-0.506501462820355
7cha_second_component,0.92053725248573,0.34926203088734376,0.07941414596811264,-0.1559506139347577
""
,burstduration_8,burstinterval_8,Ku_8,CorrDim_8
8cha_one_component,0.6957200516072639,-0.3344234721361732,-0.5997621396227782,0.21076035431522824
8cha_second_component,-0.15480153481990017,0.6577947080098797,-0.31160584133656516,0.6680152742090046
""
,burstduration_9,burstinterval_9,Ku_9,CorrDim_9
9cha_one_component,-0.5508646363009305,0.6710917302037946,0.4796854747531174,0.12683015191978783
9cha_second_component,-0.041574397273895794,-0.12187774397816407,0.3664130779721816,-0.9214981504620922
""
